region,altitud_msnm,marca,tipo_vehiculo,año_fabricacion,antiguedad_años,kilometraje,ultimo_mantenimiento_dias,calidad_combustible,octanaje_estimado,contaminacion_agua_ppm,temperatura_motor_c,nivel_aceite,presion_neumaticos_psi,bateria_voltaje,estado_frenos,filtro_aire,tipo_via,condicion_via,temperatura_ambiente_c,falla_vehiculo
Sucre,-2090.817255019049,Kia,Camioneta 4x4,2000.0,25.0,230878.0,,Contaminada,68.3,115.3,99.9,Óptimo,29.7,12.15,Crítico,obstruido,Camino de Tierra,Buena,10.6,0
Oruro,3966.0,CHEVROLET,Suv,2004.0,21.0,327521.0,200.0,NORMAL,,2.6,103.4,Bajo,27.8,12.62,Crítico,Obstruido,Camino de Tierra,Buena,14.3,0
Santa Cruz,451.0,Suzuki,Camioneta 4x4,1995.0,,332403.0,,Degradada,72.6,53.8,,Óptimo,28.1,11.65,Crítico,Limpio,Camino de Tierra,Regular,21.5,1
La Paz,3650.0,Toyota,SUV,2004.0,,220368.0,422.0,Normal,88.8,4.8,95.8,Muy Bajo,,13.04,regular,Limpio,Camino de Tierra,Mala,14.6,1
Sucre,2674.0,Suzuki,Camión,1999.0,26.0,363289.0,78.0,Normal,89.4,5.9,,Óptimo,26.7,12.17,Regular,Sucio,Camino de Tierra,mala,21.4,0
Potosí,4032.0,,Sedán,1985.0,40.0,,99.0,Normal,80.1,0.0,102.7,Óptimo,,11.42,Bueno,Obstruido,Ruta Interdepartamental,Mala,7.1,1
Potosí,4067.0,Hyundai,Minibús,2012.0,13.0,,187.0,,85.4,4.5,,Óptimo ,34.6,12.25,Regular,Sucio,Carretera Pavimentada,Regular,10.5,1
Tarija,1837.0,Kia,Sedán,2017.0,8.0,88507.0,37.0,Degragada,81.5,54.6,88.0,,36.3,13.47,Bueno,Limpio,,mala,17.9,0
Santa Cruz,498.0,Honda,Camión,1985.0,40.0,,66.0,Normal,,3.9,,OPTIMO,24.4,11.68,Regular,Obstruído,Ruta Interdepartamental,Mala,23.1,0
Tarija,1822.0,Toyota,Sedán,2009.0,16.0,212634.0,9.0,Contaminada,69.4,23209.16238502253,108.7,Bajo,,12.24,Bueno,Sucio,Urbana,Mala,-0.7,1
Santa Cruz,517.0,Chevrolet,Camioneta 4x4,1995.0,30.0,288352.0,,Normal,86.7,5.7,106.3,Muy Bajo,43.5,12.15,Regular,Sucio,Carretera Pavimentada,Muy Mala,11.7,0
Oruro,3843.0,Hyundai,Minibús,2001.0,24.0,289953.0,208.0,Normal,89.8,5.0,89.5,Bajo,44.3,12.4,Crítico,Limpio,Urbana,Mala,19.1,1
Cochabamba,2693.0,Nissan,Sedán,1998.0,27.0,-6151.71213886745,,Normal,88.3,8.9,127.5,,41.0,12.15,Desgastado,Obstruido,Carretera Pavimentada,Regular,19.8,1
Cochabamba,2576.0,Honda,Sedán,2000.0,25.0,383839.0,99.0,Normal,,,,Óptimo,34.5,12.42,Critico,Sucio,Ruta Interdepartamental,Muy Mala,10.9,0
La Paz,3484.0,Ford,Camioneta 4x4,1998.0,27.0,401470.0,,Normal,85.7,6.4,95.3,,32.5,12.3,Bueno,Sucio,Camino de Tierra,Mala,8.1,0
Sucre,2718.0,Toyota,Camioneta 4x4,2013.0,12.0,193606.0,21.0,Degradada,74.9,,74.7,Óptimo,27.2,12.49,Bueno,Limpio,Camino de Tierra,Regular,23.3,0
Tarija,1955.0,HONDA,SUV,2005.0,20.0,225230.0,176.0,degradada,81.0,63.7,106.5,Óptimo,22.6,13.33,Regular,Limpio,Urbana,Regular,23.3,0
Sucre,3177.0,Suzuki,Sedán,1996.0,,442553.0,1.0,Normal,89.4,,105.6,Óptimo,35.7,11.4,Desgastado,Limpio,Carretera Pavimentada,Buena,13.7,1
Santa Cruz,365.0,,Camioneta 4x4,2005.0,20.0,284891.0,28.0,Normal,85.0,1.7,80.4,Óptimo,28.9,12.4,Crítico,Limpio,Carretera Pavimentada,Buena,9.9,0
Sucre,2878.0,Toyota,Camioneta 4x4,2020.0,5.0,73767.0,130.0,Contaminada,73.2,151.1,98.0,Bajo,23.8,12.22,Crítico,Sucio,Urbana,,13.5,1
La Paz,3557.0,Suzuki,Camioneta 4x4,1987.0,38.0,,50.0,Degragada,80.0,,85.9,ÓPTIMO,33.4,11.12,Crítico,Limpio,Ruta Interdepartamental,muy_mala,7.7,1
La Paz,,ford,MINIBÚS,1995.0,30.0,271306.0,68.0,Normal,82.0,6.7,85.1,Óptimo,45.7,11.73,DESGASTADO,Obstruido,Carretera Pavimentada,Buena,2.5,1
Sucre,2709.0,Masda,Camioneta 4x4,2013.0,12.0,148139.0,227.0,Degradada,79.4,,93.5,Bajo,33.3,11.55,Desgastado,Obstruido,,,8.9,0
Oruro,3394.0,Suzuki,SUV,2007.0,18.0,,110.0,Normal,87.5,0.0,97.1,OPTIMO,28.8,12.22,Desgastado,Limpio,Camino de Tierra,,11.1,1
La Paz,3843.0,Ford,Minibús,2017.0,8.0,85947.0,66.0,Normal,85.6,4.2,117.7,,34.3,12.46,,Sucio,Urbana,Mala,18.6,1
Cochabamba,2223.0,Suzuki,Sedán,1986.0,39.0,588236.0,81.0,Normal,,10.0,99.1,Óptimo,,11.95,Regular,Sucio,Carretera Pavimentada,Mala,14.7,1
Sucre,2770.0,Mitsubishi,Minibús,2013.0,12.0,120482.0,245.0,Degradada,75.0,30.0,91.8,optimo,28.8,12.14,Regular,limpio,Camino de Tierra,Mala,17.0,1
Potosí,3790.0,Nissan,Minibús,2009.0,16.0,,86.0,Contaminada,82.8,87.3,91.8,Óptimo,33.3,12.2,Regular,Sucio,Ruta Interdepartamental,muy mala,10.0,0
Santa Cruz,283.0,Honda,Camioneta 4x4,2010.0,15.0,227744.0,,Contaminada,72.0,98.7,93.9,Óptimo,23.0,11.66,Regular,Limpio,Carretera Pavimentada,REGULAR,21.2,0
Tarija,2072.0,Honda,Sedán,2002.0,23.0,309868.0,36.0,Degradada,79.2,,66.7,Bajo,32.4,11.71,Regular,Limpio,Urbana,Buena,12.8,1
Potosí,3997.0,Honda,Sedán,1986.0,39.0,,,,83.7,64.9,105.4,Bajo,30.2,11.05,,Limpio,Camino de Tierra,Buena,9.7,1
Santa Cruz,271.0,Ford,Camioneta 4x4,2000.0,25.0,384782.0,59.0,Normal,82.5,10.6,112.6,Óptimo,30.5,11.18,Desgastado,sucio,Carretera Pavimentada,BUENA,11.1,1
Tarija,1778.0,Honda,Sedán,1996.0,29.0,437355.0,116.0,NORMAL,93.8,,108.6,Bajo,28.2,10.57,Regular,Limpio,Urbana,Buena,12.8,1
Tarija,,Toyota,Minibús,1999.0,26.0,304700.0,111.0,NORML,85.0,2.7,121.4,Bajo,38.7,12.75,Crítico,Limpio,Urbana,buena,5.9,1
Sucre,2803.0,Chevrolet,Camión,2007.0,18.0,3827604.5203164043,110.0,Contaminada,76.4,105.6,89.7,OPTIMO,25.7,13.03,regular,Limpio,Carretera Pavimentada,Buena,17.0,0
La Paz,3666.0,Nisan,SUV,2002.0,23.0,276207.0,97.0,Normal,87.0,2.0,106.7,Óptimo,29.0,10.83,Regular,Limpo,Camino de Tierra,Regular,15.6,0
Santa Cruz,700.0,Toyota,Minibús,1993.0,32.0,431664.0,78.0,Degradada,75.9,,92.0,Óptimo,,12.04,Regular,,Urbana,Mala,19.2,0
Cochabamba,2271.0,Kia,Camión,2002.0,23.0,243483.0,313.0,Normal,90.1,7.7,111.9,Muy bajo,38.5,11.25,Crítico,Limpio,Carretera Pavimentada,mala,7.9,1
Trinidad,232.0,Toyota,Minibús,1987.0,,417539.0,40.0,Normal,88.6,10.1,92.2,Óptimo,24.8,11.38,Bueno ,Sucio,Ruta Interdepartamental,Regualr,16.7,0
Santa Cruz,369.0,Chevrolet,Pickup,1985.0,40.0,481890.0,73.0,,96.2,,106.9,Óptimo ,33.4,11.57,Desgastado,Obstruido,Camino de Tierra,Regular,33.4,0
Sucre,2952.0,Suzuki,Camioneta 4x4,1996.0,29.0,331632.0,30.0,Degradada,81.5,31.6,88.2,Muy Bajo,29.7,11.53,,Sucio,Carretera Pavimentada,Mala,19.9,1
Oruro,3759.0,Suzuki,,2008.0,17.0,178430.0,52.0,,85.1,6.8,98.9,Óptimo,42.1,12.83,Regular,Sucio,Ruta Interdepartamental,Buena,8.0,0
La Paz,3729.0,,Sedán,2011.0,14.0,168464.0,37.0,Degradada,72.6,41.0,,Bajo,34.3,14.05,Regular,Obstruido,Camino de Tierra,Regular,4.2,1
Potosí,4019.0,Hyundai,Camioneta 4x4,2000.0,25.0,307630.0,144.0,Normal,84.8,4.8,,Bajo,,11.08,Desgastado,Sucio,Urbana,Mala,9.0,1
Cochabamba,2418.0,Ford,Sedán,2013.0,12.0,116923.0,159.0,Degradada,81.0,40.7,84.4,Óptimo,24.5,12.86,Bueno,Sucio,Camino de Tierra,Regular,12.9,0
Potosí,4149.0,Suzuki,Camioneta 4x4,1988.0,37.0,389001.0,,Normal,85.9,5.8,98.6,Óptimo,31.0,12.12,Bueno,Obstruido,Camino de Tierra,buena,-2.9,1
Cochabamba,2678.0,Nissan,,2020.0,5.0,44130.0,534.0,Normal,89.3,-58.597102925140916,93.8,Muy Bajo,30.4,12.37,Regular,,Carretera Pavimentada,Regular,7.1,1
La Paz,3777.0,Onda,Pickup,2016.0,9.0,74079.0,43.0,Norml,88.1,5.0,77.2,Bajo,18.7,11.75,Bueno,Obstruido,Urbana,Mala,7.7,1
Cobija,480.0,Suzuki,Pickup,2002.0,23.0,256431.0,229.0,Degradad,75.0,34.2,88.6,Muy Bajo,30.5,10.66,Regular,,Urbana,Regular,16.5,1
La Paz,3703.0,Nissan,Camión,1986.0,39.0,383805.0,,Normal,85.8,8.1,,Muy Bajo,231.69559013333054,,Regular,Obstruido,Camino de Tierra,Regular,16.6,0
Trinidad,459.0,Ford,,1997.0,28.0,426439.0,69.0,Contaminada,67.7,115.3,111.5,Óptimo,33.8,12.04,CRITICO,Limpio,Urbana,Muy Mala,8.7,1
Santa Cruz,473.0,Mazda,Suv,1990.0,35.0,352665.0,142.0,Degradada,81.4,66.3,89.8,,30.8,11.87,Regular,Limpo,Carretera Pavimentada,Mala,13.7,1
,66744.0778163334,Mazda,SUV,2003.0,22.0,213003.0,106.0,Normal,88.3,1.9,96.2,Óptimo,30.6,12.57,Crítico,Sucio,Urbana,Muy Mala,15.4,1
Santa Cruz,415.0,Hyundai,Pickup,1990.0,35.0,412507.0,91.0,CONTAMINADO,69.0,105.2,86.7,OPTIMO,,12.14,Regular,Limpio,Camino de Tierra,Muy Mala,22.8,1
Cochabamba,2554.0,TOYOTA,Minibús,1998.0,27.0,,205.0,Degradada,73.4,,92.7,Bajo,27.6,11.95,Regular,Sucio,Ruta Interdepartamental,MALA,17.7,1
Tarija,1788.0,Mazda,Sedán,1990.0,,311754.0,159.0,NORMAL,95.4,7.1,93.7,Óptimo,33.0,12.31,Bueno,Sucio,Carretera Pavimentada,Muy Mala,5.2,0
Potosí,4212.0,Onda,Sedán,1990.0,35.0,507998.0,319.0,Contaminada,73.6,132.5,103.0,Bajo,28.7,11.87,Desgastado,Limpio,Ruta Interdepartamental,Buena,11.5,1
Potosí,4011.0,Mazda,Pickup,1991.0,34.0,437933.0,34.0,Normal,88.0,6.7,,Óptimo,32.0,11.87,Desgastad,Limpio,Carretera Pavimentada,Mala,7.3,1
Sucre,2824.0,Mitsubishi,sedan,1985.0,40.0,379963.0,2.0,degradada,,39.5,108.2,Óptimo,34.6,12.62,Desgastado,Limpio,Carretera Pavimentada,Buena,,1
Cochabamba,2616.0,Kia,camioneta4x4,2006.0,19.0,245417.0,730.0,Normal,89.2,7.3,93.0,Muy bajo,22.9,12.17,Desgastado,Sucio,Ruta Interdepartamental,Mala,14.6,1
Sucre,3257.0,Chevrolet,Camioneta 4x4,1993.0,32.0,299641.0,43.0,Contaminada,77.3,136.7,103.6,Optimo,23.7,10.76,desgastado,Limpio,Carretera Pavimentada,Muy Mala,-1.5,1
Potosí,3797.0,Hyundai,Sedán,2006.0,19.0,235017.0,5.0,Normal,88.0,3.4,95.5,Óptimo,27.3,12.76,Desgastado,Obstruido,Carretera Pavimentada,Mala,8.0,1
Cochabamba,2431.0,Chevrolet,,2004.0,21.0,227365.0,36.0,Normal,,10.7,88.6,Óptimo,28.8,12.7,Critico,Limpio,Urbana,,6.4,1
La Paz,,Mazda,camioneta 4x4,,39.0,-1273.614681405481,,Normal,87.4,5.1,116.9,Bajo,26.7,11.65,Desgastado,Sucio,Ruta Interdepartamental,Regular,13.1,1
La Paz,3605.0,Mitsubishi,Sedán,1993.0,32.0,,115.0,NORML,,5.6,102.1,Óptimo,27.0,12.7,Regular,Limpio,Urbana,Mala,,1
Oruro,3743.0,Kia,Pickup,2001.0,24.0,369202.0,,Normal,,7.6,94.7,Óptimo,26.8,11.66,Desgastado,Obstruido,Carretera Pavimentada,Regular,18.3,0
La Paz,3570.0,Mitsubishi,Camioneta 4x4,,9.0,90465.0,26.0,Degradada,79.1,33.7,102.3,Óptimo,27.3,12.32,Regular,Limpio,,Buena,0.1,0
La Paz,3559.0,Toyota,Suv,1996.0,29.0,360617.0,,Normal,,5.0,114.6,Óptimo,34.2,12.83,Regular,obstruido,Urbana,Regular,8.5,1
Santa Cruz,437.0,Honda,Camioneta 4x4,1999.0,26.0,255063.0,1.0,Normal,87.8,2.9,85.6,optimo,,11.76,Regular,Limpio,Urbana,Regular,16.2,1
La Paz,3565.0,Mazda,Camión,2008.0,17.0,248362.0,1.0,Degradada,77.0,26.7,104.5,,35.5,11.88,regular,Sucio,,Mala,11.1,1
Tarija,1913.0,Chevrolet,Camioneta 4x4,2010.0,15.0,155841.0,124.0,Normal,85.1,6.6,101.9,Bajo,36.7,12.27,BUENO,Limpio,Camino de Tierra,Regular,1.4,1
Oruro,3873.0,Toyota,Minibús,2016.0,9.0,90808.0,51.0,Degradada,71.4,5.8,102.0,Bajo,33.7,12.92,,Limpio,,muy mala,16.2,0
Santa Cruz,518.0,Chevrolet,,1998.0,27.0,309926.0,3.0,Degradada,81.8,,92.7,Optimo,23.9,11.13,Desgastado,Limpio,Camino de Tierra,Mala,18.4,1
Cochabamba,2690.0,nissan,Pickup,1990.0,35.0,381458.0,,NORMAL,86.4,,121.7,Óptimo,27.1,12.58,Desgastado,Limpio,Carretera Pavimentada,,-8.0,1
Potosí,4130.0,Ford,Sedán,2008.0,17.0,250461.0,356.0,Normal,720.5938554907855,77115.97489910437,97.6,Bajo,34.4,12.91,desgastado,Limpio,Camino de Tierra,MUY MALA,10.3,0
Cochabamba,2600.0,Mazda,Camioneta 4x4,1988.0,37.0,358190.0,38.0,Normal,96.1,3.2,99.1,Óptimo,39.1,,Desgastado,Limpio,Ruta Interdepartamental,Mala,17.3,1
Cochabamba,2534.0,Hyundai,Pickup,1996.0,29.0,,37.0,Normal,85.7,5.8,93.7,Bajo,21.8,10.72,Crítico,Sucio,Carretera Pavimentada,regular,8.8,1
Sucre,2694.0,Ford,Camioneta 4x4,2003.0,22.0,323413.0,82.0,,80.9,52.6,-10.817556045661199,optimo,35.2,12.87,Regular,Limpio,Camino de Tierra,Regular,4.1,0
La Paz,3581.0,Chevrolet,Minibús,2005.0,20.0,290930.0,20.0,Degradada,77.5,52.7,81.4,muy bajo,26.4,12.19,desgastado,Obstruido,Carretera Pavimentada,Mala,15.5,1
Cobija,211.0,Suzuki,Camión,2007.0,18.0,278130.0,132.0,Normal ,,7.0,103.9,,22.4,11.95,Regular,Obstruido,Carretera Pavimentada,Regular,17.7,0
Cochabamba,2668.0,Ford,Sedán,1871.0,35.0,,237.0,Normal,84.1,,84.1,Muy Bajo,34.5,11.57,Critico,Limpio,Carretera Pavimentada,Regular,-0.5,1
Potosí,4019.0,Ford,SEDAN,2022.0,3.0,,28.0,Contaminada,66.5,135.2,104.8,Óptimo,24.2,12.26,Bueno,Limpo,Carretera Pavimentada,Mala,-0.6,0
Santa Cruz,521.0,KIA,Pickup,1989.0,36.0,400764.0,139.0,Degradada,72.8,37.9,87.0,Muy Bajo,24.0,12.17,bueno,Sucio,Carretera Pavimentada,buena,18.9,1
Cochabamba,2384.0,Suzuki,Camioneta 4x4,,38.0,348624.0,284.0,Contaminada,66.6,,118.8,Bajo,43.3,11.84,Desgastado,Sucio,Urbana,Buena,7.2,1
Santa Cruz,631.0,Chevrolet,,,21.0,293294.0,303.0,Contaminada,73.2,169.3,,Óptimo,22.6,12.15,Desgastado,OBSTRUIDO,Urbana,Mala,20.0,1
Cochabamba,2494.0,HYUNDAI,Camión,2016.0,9.0,117667.0,104.0,Normal,86.1,3.7,67.6,Óptimo,25.0,10.67,regular,Sucio,Camino de Tierra,Regular,17.6,0
Santa Cruz,251.0,Susuki,Camioneta 4x4,2000.0,25.0,306035.0,21.0,Degradada,79.1,45.0,89.1,Óptimo,30.6,11.58,Desgastado,Limpio,Urbana,Regular,26.0,0
La Paz,3574.0,Chevrolet,,2002.0,23.0,276434.0,139.0,,,,106.1,Muy Bajo,27.4,12.18,,Obstruido,Urbana,Mala,-0.1,1
Santa Cruz,789.0,ford,Camioneta 4x4,2000.0,25.0,,172.0,Normal,87.5,,89.8,Óptimo,32.5,10.34,regular,Sucio,Urbana,,,1
Santa Cruz,358.0,Chevrolet,S.U.V,1986.0,39.0,433102.0,182.0,Degradada,80.4,38.7,81.6,Muy Bajo,33.3,12.25,bueno,Limpio,Ruta Interdepartamental,Regular,15.9,1
La Paz,3591.0,Honda,Camioneta 4x4,2005.0,20.0,212058.0,354.0,Normal,87.1,2.7,68.9,Muy Bajo,26.0,,Bueno,Limpio,Carretera Pavimentada,Buena,5.9,0
La Paz,3611.0,,Sedán,1995.0,30.0,468105.0,124.0,CONTAMINADA,,195.6,125.1,Bajo,41.6,11.59,Regular,sucio,Camino de Tierra,REGULAR,23.9,1
Potosí,3945.0,Nissan,suv,2017.0,8.0,76295.0,81.0,Degradada,82.9,2.6,132.0,Óptimo,23.2,12.33,Bueno,Sucio,Urbana,Regular,3.9,0
Cobija,173.0,Suzuki,camioneta 4x4,1990.0,35.0,510171.0,90.0,Degradada,72.0,77632.1109793041,80.4,Muy Bajo,29.5,10.98,Regular,Obstruido,Urbana,Regular,14.1,1
Oruro,3727.0,honda,Camioneta 4x4,1993.0,32.0,466074.0,50.0,degradada,76.9,,105.4,,,11.01,Bueno,Sucio,Camino de Tierra,Muy Mala,5.1,1
Cochabamba,2719.0,Mazda,SUV,1999.0,26.0,382410.0,7.0,Normal,84.6,,93.3,Bajo,31.2,12.49,regular,limpio,Camino de Tierra,Regular,4.8,1
La Paz,3687.0,Mazda,MiniBus,1998.0,27.0,254056.0,164.0,degradada,82.6,33.6,113.7,Óptimo,34.6,12.42,Bueno,Sucio,Camino de Tierra,Regular,13.1,0
Cochabamba,2391.0,Nissan,Camioneta 4x4,1996.0,29.0,473976.0,2.0,Degradada,77.8,48.6,94.8,Bajo,34.7,,Bueno,Limpio,Carretera Pavimentada,Mala,23.7,0
Sucre,2758.0,Hyundai,Camioneta 4x4,,32.0,287091.0,8.0,Normal,84.1,,96.0,Bajo,30.7,12.43,Bueno,Limpio,Camino de Tierra,Mala,10.8,0
Trinidad,154.0,Kia,SUV,1989.0,36.0,412635.0,52.0,Normal,87.5,9.4,77.0,Bajo,36.4,12.47,Desgastado,Limpio,Camino de Tierra,Mala,,1
Cochabamba,2566.0,Honda,Sedán,2011.0,14.0,,347.0,Normal,89.4,5.5,87.8,Bajo,23.9,10.83,Bueno,Limpio,Camino de Tierra,REGULAR,12.1,0
Santa Cruz,616.0,Ford,Pickup,1997.0,28.0,250879.0,85.0,Normal,,5.4,103.8,Óptimo,32.0,12.5,Crítico,Obstruido,Camino de Tierra,Regular,11.6,0
Sucre,2788.0,Kia,Sedán,2001.0,24.0,371549.0,31.0,Contaminada,76.6,119.2,106.0,Bajo,35.6,11.99,Bueno,Limpio,Carretera Pavimentada,Muy Mala,-5.0,1
La Paz,3627.0,,SUV,2000.0,25.0,366763.0,295.0,Normal,87.4,3.2,99.7,Óptimo,31.0,12.72,Bueno ,Limpio,Urbana,Muy Mala,5.0,0
Potosí,4234.0,Honda,Camioneta 4x4,2001.0,24.0,291623.0,110.0,Normal,,4.1,119.3,Bjo,29.5,12.72,Desgastado,Limpio,Ruta Interdepartamental,Buena,22.2,1
,2941.0,Hyundai,Sedán,2006.0,19.0,183003.0,60.0,Normal,86.2,5.3,83.4,Bajo,,12.17,Regular,Obstruido,Camino de Tierra,REGULAR,19.9,0
Trinidad,323.0,Nissan,Camioneta 4x4,2003.0,22.0,276971.0,163.0,Degradada,0.0,,77.9,Muy Bajo,32.0,12.34,Bueno,Sucio,Urbana,,13.8,1
Santa Cruz,710.0,Kia,Camioneta 4x4,1992.0,33.0,378263.0,,Normal,,3.8,,Óptimo,32.0,12.26,Desgastado,Obstruido,,Buena,18.3,1
Oruro,3779.0,Ford,,2000.0,25.0,281559.0,170.0,Degradada,82.8,51.1,113.6,Óptimo,34.8,12.88,Desgastado,LIMPIO,,Mala,12.9,1
Oruro,3408.0,Hyundai,Camioneta 4x4,1991.0,34.0,453971.0,32.0,Contaminada,63.0,77.1,999.9,Óptimo,34.7,12.09,desgastado,sucio,Carretera Pavimentada,Mala,10.4,1
La Paz,3765.0,Toyota,Suv,2001.0,24.0,323358.0,21.0,Degradada,74.8,53.4,72.9,Bajo,29.8,11.71,Desgastado,Limpio,Camino de Tierra,Regular,-0.3,1
Santa Cruz,177.0,Mitsubishi,Sedán,1997.0,28.0,331765.0,80.0,Degradada,87.5,80.3,84.1,OPTIMO,32.1,11.62,Desgastado,Sucio,Camino de Tierra,Buena,18.3,0
Santa Cruz,484.0,Kia,pick-up,1986.0,39.0,476086.0,50.0,Degradada,79.5,75.2,109.5,Óptimo,29.1,11.39,Desgastado,Sucio,Camino de Tierra,Buena,16.9,1
Santa Cruz,159.0,Mazda,Sedán,2007.0,18.0,253349.0,120.0,Normal,87.4,5.9,74.5,optimo,22.4,,Regular,Obstruido,Carretera Pavimentada,Regular,4.1,0
Cochabamba,2488.0,Nissan,Camión,1992.0,33.0,318423.0,202.0,Degradada,75.2,26.3,72.9,Bajo,37.6,13.82,Desgastado,Sucio,Urbana,Mala,12.9,1
Cochabamba,2503.0,Chevrolet,SUV,2016.0,9.0,146670.0,301.0,Normal,88.5,9.1,92.7,Óptimo,38.9,,Bueno,Sucio,Carretera Pavimentada,Mala,17.7,1
Cochabamba,2442.0,Masda,Pickup,1992.0,33.0,493598.0,185.0,Normal,91.1,4.4,113.0,Bajo,32.1,13.45,Regular,Limpio,Ruta Interdepartamental,Mala,18.0,1
Oruro,,MAZDA,SEDAN,2023.0,2.0,34653.0,,Contaminada,79.3,162.7,100.9,Óptimo,29.3,13.29,Bueno,Obstruido,Urbana,regular,12.9,0
Cochabamba,2713.0,Kia,Camión,1997.0,28.0,306808.0,168.0,Normal,82.5,2.7,,Óptimo,28.2,11.66,Bueno,Obstruido,Carretera Pavimentada,Buena,8.4,1
La Paz,3533.0,Hyundai,Sedán,1985.0,40.0,492663.0,98.0,Normal,90.5,97812.37630397861,,Bajo,38.2,11.89,Bueno,Limpio,Urbana,Regular,-7.6,1
La Paz,3722.0,Honda,Camioneta 4x4,1987.0,38.0,357220.0,307.0,Normal,87.0,6.4,117.7,Óptimo,27.3,11.76,REGULAR,Limpio,Carretera Pavimentada,,1.1,1
Santa Cruz,271.0,HONDA,Camión,1987.0,38.0,546531.0,159.0,NORML,79.4,2.9,,Bajo,27.1,11.76,Bueno,Limpio,Camino de Tierra,Mala,14.1,1
Santa Cruz,388.0,Mitsubishi,Camioneta 4x4,1986.0,39.0,443578.0,21.0,Contaminada,,176.3,75.0,Óptimo,20.0,11.99,Crítico,Limpio,Camino de Tierra,Mala,22.9,0
Cochabamba,2607.0,Nissan,Camioneta 4x4,1992.0,33.0,363544.0,10.0,Degradada,72.5,53.5,92.9,Óptimo,34.1,14.37,Crítico,Limpio,Camino de Tierra,Regualr,8.5,0
Cochabamba,2409.0,Kia,Sedán,1994.0,31.0,484367.0,102.0,Degradada,82.4,71.6,87.2,Bajo,38.6,12.48,Desgastado,Sucio,Urbana,Buena,8.4,0
Cochabamba,2361.0,Mitsubishi,Sedán,1988.0,37.0,451998.0,59.0,Contaminada,71.1,85.9,94.7,Óptimo,33.5,11.57,Regular,Sucio,Carretera Pavimentada,mla,16.4,0
Santa Cruz,490.0,Mitsubishi,Sedán,1997.0,28.0,415701.0,23.0,Contaminada,68.7,93.8,104.7,Óptimo,28.3,,CRITICO,Limpio,Carretera Pavimentada,mala,13.2,0
Santa Cruz,584.0,Ford,SUV,1995.0,30.0,399150.0,,Contaminada,71.5,201.7,103.4,Bajo,21.7,11.9,Desgastado,Limpio,Urbana,Mala,14.5,0
Santa Cruz,404.0,Hyunday,Sedn,2003.0,22.0,248862.0,61.0,Normal,92.3,0.2,89.1,Óptimo,33.4,11.97,Crítico,Obstruído,Camino de Tierra,Muy Mala,5.8,0
Santa Cruz,347.0,Chevrolet,,1990.0,35.0,337843.0,11.0,Normal,86.1,9.1,108.3,Óptimo,32.6,11.51,,Sucio,Carretera Pavimentada,Mala,,1
La Paz,3663.0,Mitsubishi,SUV,2016.0,9.0,119658.0,39.0,Degradada,81.3,,83.4,Óptimo,27.8,13.07,Regular,Limpio,Camino de Tierra,Regular,8.6,0
Potosí,3975.0,Mitsubishi,Minibús,1999.0,,383641.0,146.0,Contaminada,,107.3,129.9,Óptimo,30.3,11.68,Crítico,LIMPIO,Ruta Interdepartamental,Muy Mala,17.2,1
Cochabamba,2594.0,Mazda,Camión,2003.0,22.0,206986.0,135.0,Contaminada,,149.9,107.2,Bajo,34.2,10.75,Desgastad,Obstruido,Urbana,Buena,9.6,1
Potosí,3588.0,Kia,Camión,1986.0,39.0,420537.0,39.0,Degradada,82.3,69.4,121.8,BAJO,,11.29,Regular,,Camino de Tierra,Regular,7.6,1
Santa Cruz,256.0,Chevrolet,Camioneta 4x4,,25.0,356129.0,54.0,Degradada,,,86.9,Óptimo,34.1,12.59,Regular,Sucio,Carretera Pavimentada,Muy Mala,14.8,0
Potosí,3840.0,Kia,Camioneta 4x4,1995.0,30.0,480953.0,6.0,,90.0,5.9,,Óptimo,,11.66,Regular,Limpio,Carretera Pavimentada,Mala,9.4,0
La Paz,3663.0,HUNDAI,Pickup,2016.0,9.0,128669.0,,Normal,86.6,5.5,116.9,Bajo,32.3,12.71,Desgastado,Limpio,Ruta Interdepartamental,Buena,7.8,0
Cochabamba,2586.0,Mitsubishi,Pickup,2014.0,11.0,160813.0,51.0,Degradada,83.7,43.9,98.5,Bjo,34.3,,Crítico,Obstruido,Urbana,buena ,7.0,0
Cobija,385.0,Nissan,Camión,,22.0,337198.0,344.0,normal,88.5,0.0,85.3,Bajo,29.1,10.94,Desgastado,Obstruido,Carretera Pavimentada,Muy Mala,25.6,1
Oruro,3745.0,Mitsubishi,SEDÁN,2008.0,17.0,198555.0,218.0,Normal,87.2,2.4,101.7,Óptimo,26.1,11.59,Bueno,Sucio,Camino de Tierra,Regular,8.7,0
Tarija,1671.0,Mazda,camioneta4x4,2004.0,21.0,192170.0,53.0,Normal,,8.7,91.5,,33.5,12.32,Bueno,Limpio,Camino de Tierra,Regular,15.6,0
Cochabamba,2775.0,Suzuki,Camioneta 4x4,,40.0,,154.0,,,104.3,,Óptimo,33.2,11.28,Crítico,Sucio,Camino de Tierra,Muy mala,11.2,1
La Paz,3831.0,Hyundai,SUV,2006.0,19.0,304608.0,83.0,Contaminada,76.6,89.1,116.5,Bajo,,11.86,Bueno,Sucio,Ruta Interdepartamental,,,0
Cochabamba,2369.0,Chevrolet,Camión,1989.0,,549597.0,,Normal,,3.9,99.7,Muy Bajo,35.9,11.65,Crítico,,Urbana,Regular,6.4,0
